taxonKey,taxonID,scientificName,kingdom,taxonRank
152543535,https://www.gbif.org/species/2367033,"Ballerus ballerus (Linnaeus, 1758)",Animalia,SPECIES
152543537,https://www.gbif.org/species/7433196,Euonymus latifolius (L.) Mill.,Plantae,SPECIES
152543538,https://www.gbif.org/species/2367742,"Pimephales promelas Rafinesque, 1820",Animalia,SPECIES
152543540,https://www.gbif.org/species/2360504,"Vimba vimba (Linnaeus, 1758)",Animalia,SPECIES
152543541,https://www.gbif.org/species/7102937,Euonymus japonicus Thunb.,Plantae,SPECIES
152543543,https://www.gbif.org/species/2362881,"Leucaspius delineatus (Heckel, 1843)",Animalia,SPECIES
152543545,https://www.gbif.org/species/3169120,Euonymus alatus (Thunb.) Siebold,Plantae,SPECIES
152543546,https://www.gbif.org/species/2362868,"Pseudorasbora parva (Temminck & Schlegel, 1846)",Animalia,SPECIES
152543548,https://www.gbif.org/species/2362486,"Hypophthalmichthys nobilis (Richardson, 1845)",Animalia,SPECIES
152543550,https://www.gbif.org/species/2362473,"Hypophthalmichthys molitrix (Valenciennes, 1844)",Animalia,SPECIES
152543553,https://www.gbif.org/species/2362030,"Ctenopharyngodon idella (Valenciennes, 1844)",Animalia,SPECIES
152543557,https://www.gbif.org/species/5569367,Scaevola aemula R.Br.,Plantae,SPECIES
152543560,https://www.gbif.org/species/4363583,"Rapana venosa (Valenciennes, 1846)",Animalia,SPECIES
152543565,https://www.gbif.org/species/5189713,"Menetus dilatatus (A.Gould, 1841)",Animalia,SPECIES
152543566,https://www.gbif.org/species/5410151,Campanula poscharskyana Degen,Plantae,SPECIES
152543569,https://www.gbif.org/species/5410210,Campanula fenestrellata Feer,Plantae,SPECIES
152543570,https://www.gbif.org/species/5409852,Campanula erinus L.,Plantae,SPECIES
152543572,https://www.gbif.org/species/5777912,"Lithoglyphus naticoides (C.Pfeiffer, 1828)",Animalia,SPECIES
152543573,https://www.gbif.org/species/5410826,Campanula carpatica Jacq.,Plantae,SPECIES
152543575,https://www.gbif.org/species/5411392,Campanula lactiflora M.Bieb.,Plantae,SPECIES
152543576,https://www.gbif.org/species/5410411,Campanula portenschlagiana Schult.,Plantae,SPECIES
152543577,https://www.gbif.org/species/5410480,Campanula rhomboidalis L.,Plantae,SPECIES
152543578,https://www.gbif.org/species/5411408,Campanula latifolia L.,Plantae,SPECIES
152543579,https://www.gbif.org/species/5411453,Campanula medium L.,Plantae,SPECIES
152543581,https://www.gbif.org/species/5192470,"Potamopyrgus antipodarum (J.E.Gray, 1843)",Animalia,SPECIES
152543585,https://www.gbif.org/species/5192789,"Crepidula fornicata (Linnaeus, 1758)",Animalia,SPECIES
152543586,https://www.gbif.org/species/5409120,Lobelia siphilitica L.,Plantae,SPECIES
152543587,https://www.gbif.org/species/5408775,Lobelia sessilifolia Lamb.,Plantae,SPECIES
152543589,https://www.gbif.org/species/5408682,Lobelia pedunculata R.Br.,Plantae,SPECIES
152543592,https://www.gbif.org/species/5408087,Lobelia erinus L.,Plantae,SPECIES
152543593,https://www.gbif.org/species/7540164,"Arion vulgaris Moquin-Tandon, 1855",Animalia,SPECIES
152543596,https://www.gbif.org/species/5407810,Trachelium caeruleum L.,Plantae,SPECIES
152543600,https://www.gbif.org/species/4562566,"Aegopinella nitens (Michaud, 1831)",Animalia,SPECIES
152543602,https://www.gbif.org/species/3167003,Triodanis perfoliata (L.) Nieuwl.,Plantae,SPECIES
152543605,https://www.gbif.org/species/3164340,Platycodon grandiflorus (Jacq.) A.DC.,Plantae,SPECIES
152543607,https://www.gbif.org/species/8745918,"Deroceras invadens Reise, Hutchinson, Schunack & Schlitt, 2011",Animalia,SPECIES
152543609,https://www.gbif.org/species/5190777,"Deroceras panormitanum (Lessona & Pollonera, 1882)",Animalia,SPECIES
7338495,https://www.gbif.org/species/5386028,Centaurea triumfettii subsp. triumfettii,Plantae,SUBSPECIES
152543613,https://www.gbif.org/species/3138230,Carthamus lanatus L.,Plantae,SPECIES
152543615,https://www.gbif.org/species/5189806,"Physella acuta (Draparnaud, 1805)",Animalia,SPECIES
152543618,https://www.gbif.org/species/7505045,Soliva anthemifolia R.Br.,Plantae,SPECIES
152543624,https://www.gbif.org/species/4565039,"Hygromia cinctella (Draparnaud, 1801)",Animalia,SPECIES
152543625,https://www.gbif.org/species/7403263,Lactuca sativa L.,Plantae,SPECIES
152543629,https://www.gbif.org/species/4567717,"Boettgerilla pallens Simroth, 1912",Animalia,SPECIES
152543631,https://www.gbif.org/species/7587923,Euchiton sphaericus (Willd.) Holub,Plantae,SPECIES
152543633,https://www.gbif.org/species/2294277,"Theba pisana (O.F.Müller, 1774)",Animalia,SPECIES
152543636,https://www.gbif.org/species/7627205,Glebionis coronaria (L.) Tzvelev,Plantae,SPECIES
152543639,https://www.gbif.org/species/4598226,"Tandonia sowerbyi (A.Férussac, 1823)",Animalia,SPECIES
152543641,https://www.gbif.org/species/2297108,"Milax gagates (Draparnaud, 1801)",Animalia,SPECIES
152543646,https://www.gbif.org/species/4564944,"Xerosecta cespitum (Draparnaud, 1801)",Animalia,SPECIES
152543648,https://www.gbif.org/species/8346536,Schkuhria pinnata (Lam.) Kuntze,Plantae,SPECIES
152543649,https://www.gbif.org/species/4565134,"Cernuella aginnica (Locard, 1882)",Animalia,SPECIES
152543651,https://www.gbif.org/species/4565140,"Cernuella cisalpina (Rossmässler, 1837)",Animalia,SPECIES
152543652,https://www.gbif.org/species/8537667,Chondrilla juncea L.,Plantae,SPECIES
152543656,https://www.gbif.org/species/2296805,"Trochoidea elegans (Gmelin, 1791)",Animalia,SPECIES
