taxonKey,taxonID,scientificName,taxonomicStatus,acceptedKey,acceptedName,acceptedTaxonRank,acceptedKingdom
160844840,60240,"Procambarus clarkii (Girard, 1852)",ACCEPTED,2227300,"Procambarus clarkii (Girard, 1852)",SPECIES,Animalia
160844841,60196,Nerium oleander L.,ACCEPTED,3169756,Nerium oleander L.,SPECIES,Plantae
160844842,60241,"Procambarus virginalis Lyko, 2017",ACCEPTED,9442269,"Procambarus virginalis Lyko, 2017",SPECIES,Animalia
160844845,60239,"Portunus segnis (ForskÃ¥l, 1775)",ACCEPTED,5863622,"Portunus segnis (Forskål, 1775)",SPECIES,Animalia
160844848,60201,Nymphaea ×marliacea Wildsmith,DOUBTFUL,3697259,Nymphaea ×marliacea Wildsmith,SPECIES,Plantae
160844849,60220,"Percnon gibbesi (H.Milne Edwards, 1853)",ACCEPTED,2225783,"Percnon gibbesi (H.Milne Edwards, 1853)",SPECIES,Animalia
160844853,60098,"Cherax quadricarinatus (von Martins, 1868)",ACCEPTED,4648609,"Cherax quadricarinatus (von Martens, 1868)",SPECIES,Animalia
160844854,60254,Sambucus nigra L.,ACCEPTED,2888728,Sambucus nigra L.,SPECIES,Plantae
160844856,60057,"Atyopsis moluccensis (De Haan, 1849)",ACCEPTED,5863069,"Atyopsis moluccensis (De Haan, 1849)",SPECIES,Animalia
160844859,60177,Lonicera japonica Thunberg,ACCEPTED,5334240,Lonicera japonica Thunb.,SPECIES,Plantae
160844861,60176,Lonicera caprifolium L.,ACCEPTED,5334227,Lonicera caprifolium L.,SPECIES,Plantae
160844864,60016,"Aedes (Stegomyia) albopictus (Skuse, 1894)",ACCEPTED,1651430,"Aedes albopictus (Skuse, 1894)",SPECIES,Animalia
160844869,60175,Lippia triphylla (L'HÃ©r.) Kuntze,SYNONYM,5667503,Aloysia citrodora Paláu,SPECIES,Plantae
160844871,60169,Lantana camara L.,ACCEPTED,2925303,Lantana camara L.,SPECIES,Plantae
160844872,60012,"Achelia sawayai Marcus, 1940",ACCEPTED,2118435,"Achelia sawayai Marcus, 1940",SPECIES,Animalia
160844878,60135,Eucalyptus camaldulensis Dehnhardt,DOUBTFUL,3176197,Eucalyptus camaldulensis Dehn.,SPECIES,Plantae
160844880,60137,Eucalyptus leucoxylon F.Muell.,ACCEPTED,3177019,Eucalyptus leucoxylon F.Muell.,SPECIES,Plantae
160844881,60216,"Pelophylax bedriagae (Camerano, 1882)",ACCEPTED,2426640,"Pelophylax bedriagae (Camerano, 1882)",SPECIES,Animalia
160844882,60136,Eucalyptus gomphocephala DC.,ACCEPTED,3176772,Eucalyptus gomphocephala A.Cunn. ex DC.,SPECIES,Plantae
160844888,60163,Ipomoea indica (Burm.) Merr.,ACCEPTED,2928598,Ipomoea indica (Burm.) Merr.,SPECIES,Plantae
160844889,60273,"Styela plicata (Lesueur, 1823)",ACCEPTED,2331954,"Styela plicata (Lesueur, 1823)",SPECIES,Animalia
160844892,60261,Solanum elaeagnifolium Cav.,ACCEPTED,2929892,Solanum elaeagnifolium Cav.,SPECIES,Plantae
160844893,60190,"Microcosmus squamiger Michaelsen, 1927",ACCEPTED,5200696,"Microcosmus squamiger Michaelsen, 1927",SPECIES,Animalia
160844894,60262,Solanum tuberosum L.,ACCEPTED,2930262,Solanum tuberosum L.,SPECIES,Plantae
160844895,60158,"Herdmania momus (Savigny, 1816)",ACCEPTED,5200658,"Herdmania momus (Savigny, 1816)",SPECIES,Animalia
160844896,60227,Physalis peruviana L.,ACCEPTED,5341784,Physalis peruviana L.,SPECIES,Plantae
