taxonKey,nubKey,taxonID,scientificName,acceptedKey,accepted,kingdom,taxonRank
160883945,8994150,86881,Oenothera parviflora L.,,,Plantae,species
160883946,2225646,86610,"Callinectes sapidus Rathbun, 1896",,,Animalia,species
160883952,2888625,87098,Viburnum rhytidophyllum Hemsl. ex Forb. & Hemsl.,,,Plantae,species
160883953,4335534,87097,"Verruca spengleri Darwin, 1854",,,Animalia,species
160883956,,87063,Symphoricarpos albus (L.) C.Koch,,,Plantae,species
160883957,2115726,86580,"Balanus perforatus BruguiÃ¨re, 1789-1792",,,Animalia,species
160883958,7443846,86695,Dipsacus strigosus Willd.,,,Plantae,species
160883959,2115717,86579,"Balanus improvisus Darwin, 1854",,,Animalia,species
160883961,4805564,86545,"Amphibalanus amphitrite Darwin, 1854",,,Animalia,species
160883964,2891770,86791,Impatiens glandulifera Royle,,,Plantae,species
160883966,2891773,86790,Impatiens balsamina L.,,,Plantae,species
160883968,2891782,86792,Impatiens parviflora DC.,,,Plantae,species
160883969,2111273,86850,"Microsetella rosea (Dana, 1847)",,,Animalia,species
160883972,3169315,86675,Cyclamen purpurascens Mill.,,,Plantae,species
160883973,2112052,86738,"Euterpina acutifrons (Dana, 1847)",,,Animalia,species
160883978,2114214,86943,"Pontella mediterranea (Claus, 1863)",,,Animalia,species
160883979,,86965,Quercus palustris MÃ¼nchh.,,,Plantae,species
160883980,2880539,86966,Quercus rubra L.,,,Plantae,species
160883982,5333294,86627,Castanea sativa Mill.,,,Plantae,species
160883983,2114962,86868,"Neocalanus gracilis (Dana, 1852)",,,Animalia,species
160883984,2114953,86847,"Mesocalanus tenuicornis (Dana, 1849)",,,Animalia,species
160883987,3054357,86802,Juglans nigra L.,,,Plantae,species
160883988,2114911,86669,"Ctenocalanus vanus Giesbrecht, 1888",,,Animalia,species
160883989,3054368,86803,Juglans regia L.,,,Plantae,species
160883991,3054352,86801,Juglans cinerea L.,,,Plantae,species
160883992,2114244,86901,"Paracalanus aculeatus Giesbrecht, 1888",,,Animalia,species
160883993,3054296,86626,Carya ovata K.Koch,,,Plantae,species
160883994,2114243,86902,"Paracalanus nanus Sars G.O., 1925",,,Animalia,species
160883996,5166440,86836,"Mecynocera clausi Thompson I.C., 1888",,,Animalia,species
160883998,2114225,86614,"Calocalanus pavoninus Farran, 1936",,,Animalia,species
160883999,2114230,86615,"Calocalanus plumulosus (Claus, 1863)",,,Animalia,species
160884000,2882443,86607,Cabomba caroliniana A.Gray,,,Plantae,species
160884001,2114236,86616,"Calocalanus tenuis Farran, 1926",,,Animalia,species
160884003,2114928,86612,"Clausocalanus arcuicornis (Dana, 1849)",,,Animalia,species
160884005,2114223,86613,"Calocalanus pavo (Dana, 1852)",,,Animalia,species
160884006,2874538,87073,Thladiantha dubia Bunge,,,Plantae,species
160884008,2874655,87024,Sicyos angulatus L.,,,Plantae,species
160884010,5331404,86704,Echinocystis lobata Torr. & A.Gray,,,Plantae,species
160884011,5166638,86882,"Oithona davisae Ferrari F.D. & Orsi, 1984",,,Animalia,species
160884012,2874508,86671,Cucurbita pepo L.,,,Plantae,species
160884014,2874621,86645,Citrullus lanatus (Thunb.) Matsumura & Nakai,,,Plantae,species
160884015,4322157,87081,"Triconia dentipes (Giesbrecht, 1891)",,,Animalia,species
160884016,2874496,86605,Bryonia cretica L.,,,Plantae,species
